Accuracy,Precision,Recall,F1,AUROC,Kappa,MCC,Balanced accuracy,algorithm,Evaluation,fold,cancer_type,classes,pos_class,variant_group,variant_type,breakpoint_type
0.7714285714285715,0.6818181818181818,0.9375,0.7894736842105263,0.8092105263157894,0.5527156549520766,0.586713788453976,0.7845394736842105,RF,Cross-validation,2,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.7142857142857143,0.625,0.9375,0.75,0.8947368421052632,0.44620253164556967,0.49771457347632253,0.731907894736842,NB,Cross-validation,2,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.7714285714285715,0.75,0.75,0.75,0.875,0.5394736842105263,0.5394736842105263,0.7697368421052632,LR,Cross-validation,2,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.6571428571428571,0.6111111111111112,0.6875,0.6470588235294118,0.699013157894737,0.3159609120521173,0.3180344962932061,0.6595394736842105,kNN,Cross-validation,2,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.8,0.7647058823529411,0.8125,0.787878787878788,0.7302631578947368,0.5990180032733223,0.6000032249655333,0.8009868421052632,RF,Cross-validation,3,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.7428571428571429,0.7333333333333333,0.6875,0.7096774193548386,0.736842105263158,0.47933884297520657,0.4801429794360784,0.7384868421052632,NB,Cross-validation,3,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.7142857142857143,0.6875,0.6875,0.6875,0.7072368421052632,0.42434210526315785,0.4243421052631579,0.712171052631579,LR,Cross-validation,3,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.6285714285714286,0.6,0.5625,0.5806451612903225,0.7351973684210527,0.2479338842975206,0.24834981694969574,0.6233552631578947,kNN,Cross-validation,3,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.6,0.5555555555555556,0.625,0.5882352941176471,0.618421052631579,0.2019543973941369,0.20327978113586373,0.6019736842105263,RF,Cross-validation,4,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.4857142857142857,0.46153846153846156,0.75,0.5714285714285714,0.5953947368421053,0.01253918495297801,0.014997375688861584,0.506578947368421,NB,Cross-validation,4,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.5714285714285714,0.5294117647058824,0.5625,0.5454545454545455,0.6414473684210527,0.1407528641571194,0.14098436433616354,0.5707236842105263,LR,Cross-validation,4,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.6571428571428571,0.625,0.625,0.625,0.6513157894736843,0.3092105263157894,0.3092105263157895,0.6546052631578947,kNN,Cross-validation,4,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.8,0.7647058823529411,0.8125,0.787878787878788,0.856907894736842,0.5990180032733223,0.6000032249655333,0.8009868421052632,RF,Cross-validation,5,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.6571428571428571,0.5714285714285714,1.0,0.7272727272727273,0.8157894736842105,0.34782608695652173,0.45883146774112354,0.6842105263157895,NB,Cross-validation,5,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.7714285714285715,0.75,0.75,0.75,0.8157894736842105,0.5394736842105263,0.5394736842105263,0.7697368421052632,LR,Cross-validation,5,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.6857142857142857,0.6470588235294118,0.6875,0.6666666666666667,0.7648026315789473,0.36988543371522087,0.3704937946508484,0.6858552631578947,kNN,Cross-validation,5,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.6388888888888888,0.6111111111111112,0.6470588235294118,0.6285714285714287,0.671826625386997,0.2777777777777778,0.2782074420373286,0.6393188854489165,RF,Cross-validation,6,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.7777777777777778,0.8,0.7058823529411765,0.7500000000000001,0.7523219814241485,0.5514018691588785,0.5549025598705656,0.7739938080495357,NB,Cross-validation,6,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.6666666666666666,0.6666666666666666,0.5882352941176471,0.625,0.7027863777089783,0.3271028037383177,0.3291794846689796,0.6625386996904025,LR,Cross-validation,6,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.6388888888888888,0.6111111111111112,0.6470588235294118,0.6285714285714287,0.6718266253869969,0.2777777777777778,0.2782074420373286,0.6393188854489165,kNN,Cross-validation,6,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.7142857142857143,0.7142857142857143,0.625,0.6666666666666666,0.8125,0.41860465116279066,0.4214636152117623,0.7072368421052632,RF,Cross-validation,7,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.6285714285714286,0.5789473684210527,0.6875,0.6285714285714286,0.7302631578947368,0.2625607779578607,0.26644736842105265,0.6332236842105263,NB,Cross-validation,7,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.7428571428571429,0.7692307692307693,0.625,0.6896551724137931,0.805921052631579,0.4741235392320534,0.4815801038177145,0.7335526315789473,LR,Cross-validation,7,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.7142857142857143,0.6363636363636364,0.875,0.7368421052631579,0.8733552631578947,0.4408945686900959,0.4680144670904549,0.7269736842105263,kNN,Cross-validation,7,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.6571428571428571,0.6666666666666666,0.5,0.5714285714285715,0.680921052631579,0.2953020134228188,0.3038024971663591,0.6447368421052632,RF,Cross-validation,8,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.6285714285714286,0.56,0.875,0.6829268292682927,0.7993421052631579,0.2834645669291338,0.3264643125495052,0.6480263157894737,NB,Cross-validation,8,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.6571428571428571,0.6428571428571429,0.5625,0.6000000000000001,0.743421052631579,0.3023255813953488,0.3043903887640505,0.649671052631579,LR,Cross-validation,8,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.6571428571428571,0.6428571428571429,0.5625,0.6000000000000001,0.6858552631578948,0.3023255813953488,0.3043903887640505,0.649671052631579,kNN,Cross-validation,8,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.7142857142857143,0.7142857142857143,0.625,0.6666666666666666,0.7335526315789473,0.41860465116279066,0.4214636152117623,0.7072368421052632,RF,Cross-validation,9,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.5714285714285714,0.5172413793103449,0.9375,0.6666666666666667,0.7105263157894737,0.18856259659969077,0.26522741899557417,0.600328947368421,NB,Cross-validation,9,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.7428571428571429,0.7058823529411765,0.75,0.7272727272727272,0.7335526315789473,0.4844517184942716,0.48524850980819084,0.743421052631579,LR,Cross-validation,9,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.5714285714285714,0.5238095238095238,0.6875,0.5945945945945946,0.6200657894736843,0.1573033707865169,0.16390251702679642,0.5805921052631579,kNN,Cross-validation,9,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.6,0.5714285714285714,0.5,0.5333333333333333,0.6134868421052632,0.18604651162790697,0.1873171623163388,0.5921052631578947,RF,Cross-validation,10,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.6571428571428571,0.6111111111111112,0.6875,0.6470588235294118,0.7368421052631579,0.3159609120521173,0.3180344962932061,0.6595394736842105,NB,Cross-validation,10,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.6,0.5714285714285714,0.5,0.5333333333333333,0.6677631578947368,0.18604651162790697,0.1873171623163388,0.5921052631578947,LR,Cross-validation,10,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.5428571428571428,0.5,0.5,0.5,0.6052631578947368,0.07894736842105254,0.07894736842105263,0.5394736842105263,kNN,Cross-validation,10,breast,HER2+ vs TNBC,HER2+,cnv,dip,quantile
0.6666666666666666,0.6923076923076923,0.5294117647058824,0.5999999999999999,0.7058823529411764,0.322884012539185,0.33143652690349795,0.6594427244582044,RF,Cross-validation,1,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.6111111111111112,0.6,0.5294117647058824,0.5625,0.7244582043343654,0.2149532710280373,0.2163179470681866,0.6068111455108359,NB,Cross-validation,1,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.6944444444444444,0.7142857142857143,0.5882352941176471,0.6451612903225806,0.7337461300309597,0.38125,0.3867971017332104,0.6888544891640866,LR,Cross-validation,1,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.6111111111111112,0.6153846153846154,0.47058823529411764,0.5333333333333333,0.6006191950464397,0.21003134796238243,0.215594634005188,0.6037151702786377,kNN,Cross-validation,1,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.6,0.5555555555555556,0.625,0.5882352941176471,0.6759868421052633,0.2019543973941369,0.20327978113586373,0.6019736842105263,RF,Cross-validation,2,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.6285714285714286,0.5555555555555556,0.9375,0.6976744186046512,0.9144736842105262,0.29017160686427457,0.36292700198790645,0.6529605263157895,NB,Cross-validation,2,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.8,0.8,0.75,0.7741935483870969,0.861842105263158,0.5950413223140496,0.5960395606792698,0.7960526315789473,LR,Cross-validation,2,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.8857142857142857,0.8333333333333334,0.9375,0.8823529411764706,0.9111842105263158,0.7719869706840391,0.7770533569225758,0.8898026315789473,kNN,Cross-validation,2,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.7142857142857143,0.6666666666666666,0.75,0.7058823529411765,0.6759868421052632,0.4299674267100978,0.43278921145054855,0.7171052631578947,RF,Cross-validation,3,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.6857142857142857,0.6470588235294118,0.6875,0.6666666666666667,0.7072368421052632,0.36988543371522087,0.3704937946508484,0.6858552631578947,NB,Cross-validation,3,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.7428571428571429,0.7333333333333333,0.6875,0.7096774193548386,0.7269736842105263,0.47933884297520657,0.4801429794360784,0.7384868421052632,LR,Cross-validation,3,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.7428571428571429,0.7058823529411765,0.75,0.7272727272727272,0.7532894736842105,0.4844517184942716,0.48524850980819084,0.743421052631579,kNN,Cross-validation,3,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.6285714285714286,0.6,0.5625,0.5806451612903225,0.587171052631579,0.2479338842975206,0.24834981694969574,0.6233552631578947,RF,Cross-validation,4,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.5142857142857142,0.4782608695652174,0.6875,0.5641025641025642,0.5789473684210527,0.05405405405405406,0.05868911877077392,0.5279605263157895,NB,Cross-validation,4,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.6285714285714286,0.6153846153846154,0.5,0.5517241379310345,0.6282894736842106,0.24040066777963265,0.24418146109067213,0.618421052631579,LR,Cross-validation,4,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.6285714285714286,0.5882352941176471,0.625,0.6060606060606061,0.6513157894736843,0.25531914893617014,0.255739079493506,0.6282894736842105,kNN,Cross-validation,4,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.7142857142857143,0.7142857142857143,0.625,0.6666666666666666,0.7845394736842105,0.41860465116279066,0.4214636152117623,0.7072368421052632,RF,Cross-validation,5,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.6285714285714286,0.5652173913043478,0.8125,0.6666666666666667,0.7335526315789473,0.27662957074721783,0.30035019606219593,0.6430921052631579,NB,Cross-validation,5,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.6857142857142857,0.6470588235294118,0.6875,0.6666666666666667,0.6907894736842105,0.36988543371522087,0.3704937946508484,0.6858552631578947,LR,Cross-validation,5,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.6571428571428571,0.625,0.625,0.625,0.6611842105263158,0.3092105263157894,0.3092105263157895,0.6546052631578947,kNN,Cross-validation,5,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.6944444444444444,0.75,0.5294117647058824,0.6206896551724139,0.7352941176470589,0.37735849056603776,0.39344473768231686,0.6857585139318885,RF,Cross-validation,6,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.6944444444444444,0.6666666666666666,0.7058823529411765,0.6857142857142857,0.7089783281733746,0.38888888888888884,0.38949041885226005,0.695046439628483,NB,Cross-validation,6,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.6388888888888888,0.625,0.5882352941176471,0.6060606060606061,0.6873065015479876,0.27329192546583847,0.2737199309863917,0.6362229102167183,LR,Cross-validation,6,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.6388888888888888,0.6111111111111112,0.6470588235294118,0.6285714285714287,0.6996904024767803,0.2777777777777778,0.2782074420373286,0.6393188854489165,kNN,Cross-validation,6,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.7714285714285715,0.7857142857142857,0.6875,0.7333333333333334,0.7565789473684211,0.5348837209302326,0.538536841659474,0.7648026315789473,RF,Cross-validation,7,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.5428571428571428,0.5,0.625,0.5555555555555556,0.5986842105263158,0.09677419354838712,0.0993399267798783,0.5493421052631579,NB,Cross-validation,7,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.7142857142857143,0.6875,0.6875,0.6875,0.7105263157894737,0.42434210526315785,0.4243421052631579,0.712171052631579,LR,Cross-validation,7,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.7142857142857143,0.65,0.8125,0.7222222222222223,0.8042763157894737,0.435483870967742,0.4470296705094523,0.7220394736842105,kNN,Cross-validation,7,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.6285714285714286,0.6363636363636364,0.4375,0.5185185185185185,0.7006578947368421,0.23271500843170323,0.2435624508501153,0.6134868421052632,RF,Cross-validation,8,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.5714285714285714,0.52,0.8125,0.6341463414634146,0.7006578947368421,0.17322834645669294,0.1995059687802532,0.5904605263157895,NB,Cross-validation,8,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.6571428571428571,0.6111111111111112,0.6875,0.6470588235294118,0.7335526315789473,0.3159609120521173,0.3180344962932061,0.6595394736842105,LR,Cross-validation,8,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.6285714285714286,0.5882352941176471,0.625,0.6060606060606061,0.6578947368421052,0.25531914893617014,0.255739079493506,0.6282894736842105,kNN,Cross-validation,8,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.6571428571428571,0.6428571428571429,0.5625,0.6000000000000001,0.6825657894736843,0.3023255813953488,0.3043903887640505,0.649671052631579,RF,Cross-validation,9,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.5714285714285714,0.52,0.8125,0.6341463414634146,0.736842105263158,0.17322834645669294,0.1995059687802532,0.5904605263157895,NB,Cross-validation,9,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.7142857142857143,0.6875,0.6875,0.6875,0.680921052631579,0.42434210526315785,0.4243421052631579,0.712171052631579,LR,Cross-validation,9,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.6,0.5625,0.5625,0.5625,0.662828947368421,0.19407894736842102,0.19407894736842105,0.5970394736842105,kNN,Cross-validation,9,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.6571428571428571,0.6666666666666666,0.5,0.5714285714285715,0.680921052631579,0.2953020134228188,0.3038024971663591,0.6447368421052632,RF,Cross-validation,10,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.6571428571428571,0.6111111111111112,0.6875,0.6470588235294118,0.7039473684210525,0.3159609120521173,0.3180344962932061,0.6595394736842105,NB,Cross-validation,10,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.6,0.5833333333333334,0.4375,0.5,0.7072368421052632,0.1778523489932886,0.1829719585206481,0.587171052631579,LR,Cross-validation,10,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.6,0.5714285714285714,0.5,0.5333333333333333,0.5953947368421053,0.18604651162790697,0.1873171623163388,0.5921052631578947,kNN,Cross-validation,10,breast,HER2+ vs TNBC,HER2+,cnv,dip,clustering
0.6111111111111112,0.6153846153846154,0.47058823529411764,0.5333333333333333,0.6222910216718267,0.21003134796238243,0.215594634005188,0.6037151702786377,RF,Cross-validation,1,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6666666666666666,0.6666666666666666,0.5882352941176471,0.625,0.7275541795665635,0.3271028037383177,0.3291794846689796,0.6625386996904025,NB,Cross-validation,1,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.8055555555555556,0.9166666666666666,0.6470588235294118,0.7586206896551724,0.7461300309597524,0.6037735849056605,0.6295115802917071,0.7972136222910217,LR,Cross-validation,1,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.5555555555555556,0.5454545454545454,0.35294117647058826,0.42857142857142855,0.586687306501548,0.09148264984227128,0.09730393190744961,0.544891640866873,kNN,Cross-validation,1,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6857142857142857,0.6470588235294118,0.6875,0.6666666666666667,0.7450657894736843,0.36988543371522087,0.3704937946508484,0.6858552631578947,RF,Cross-validation,2,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.7428571428571429,0.6521739130434783,0.9375,0.7692307692307693,0.8256578947368421,0.4992050874403816,0.542011273353618,0.7582236842105263,NB,Cross-validation,2,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.7714285714285715,0.7857142857142857,0.6875,0.7333333333333334,0.8289473684210527,0.5348837209302326,0.538536841659474,0.7648026315789473,LR,Cross-validation,2,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6,0.5625,0.5625,0.5625,0.6924342105263158,0.19407894736842102,0.19407894736842105,0.5970394736842105,kNN,Cross-validation,2,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6,0.5625,0.5625,0.5625,0.669407894736842,0.19407894736842102,0.19407894736842105,0.5970394736842105,RF,Cross-validation,3,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6571428571428571,0.6111111111111112,0.6875,0.6470588235294118,0.6677631578947368,0.3159609120521173,0.3180344962932061,0.6595394736842105,NB,Cross-validation,3,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.7428571428571429,0.7333333333333333,0.6875,0.7096774193548386,0.7236842105263157,0.47933884297520657,0.4801429794360784,0.7384868421052632,LR,Cross-validation,3,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.7142857142857143,0.6875,0.6875,0.6875,0.6447368421052632,0.42434210526315785,0.4243421052631579,0.712171052631579,kNN,Cross-validation,3,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6571428571428571,0.625,0.625,0.625,0.6907894736842105,0.3092105263157894,0.3092105263157895,0.6546052631578947,RF,Cross-validation,4,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6,0.5416666666666666,0.8125,0.65,0.6578947368421053,0.22468354430379744,0.2506222320341766,0.6167763157894737,NB,Cross-validation,4,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6285714285714286,0.6,0.5625,0.5806451612903225,0.6875,0.2479338842975206,0.24834981694969574,0.6233552631578947,LR,Cross-validation,4,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6571428571428571,0.6111111111111112,0.6875,0.6470588235294118,0.6628289473684211,0.3159609120521173,0.3180344962932061,0.6595394736842105,kNN,Cross-validation,4,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.7428571428571429,0.7333333333333333,0.6875,0.7096774193548386,0.7615131578947368,0.47933884297520657,0.4801429794360784,0.7384868421052632,RF,Cross-validation,5,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6571428571428571,0.5909090909090909,0.8125,0.6842105263157896,0.7960526315789475,0.32907348242811507,0.34931514572693373,0.669407894736842,NB,Cross-validation,5,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.7428571428571429,0.6842105263157895,0.8125,0.742857142857143,0.7993421052631579,0.48946515397082657,0.4967105263157895,0.7483552631578947,LR,Cross-validation,5,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6571428571428571,0.6,0.75,0.6666666666666665,0.7401315789473684,0.32258064516129037,0.331133089266261,0.6644736842105263,kNN,Cross-validation,5,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.7222222222222222,0.7333333333333333,0.6470588235294118,0.6875,0.6965944272445821,0.43925233644859807,0.4420410222697726,0.7182662538699691,RF,Cross-validation,6,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.7222222222222222,0.7333333333333333,0.6470588235294118,0.6875,0.6780185758513932,0.43925233644859807,0.4420410222697726,0.7182662538699691,NB,Cross-validation,6,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6666666666666666,0.6666666666666666,0.5882352941176471,0.625,0.6656346749226006,0.3271028037383177,0.3291794846689796,0.6625386996904025,LR,Cross-validation,6,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.5,0.47619047619047616,0.5882352941176471,0.5263157894736842,0.6377708978328174,0.00917431192660556,0.009405128133399417,0.5046439628482973,kNN,Cross-validation,6,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.8285714285714286,0.8125,0.8125,0.8125,0.9161184210526315,0.6546052631578947,0.6546052631578947,0.8273026315789473,RF,Cross-validation,7,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6,0.5454545454545454,0.75,0.631578947368421,0.7039473684210527,0.21725239616613423,0.23061582436341257,0.6118421052631579,NB,Cross-validation,7,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.8,0.7647058823529411,0.8125,0.787878787878788,0.8421052631578947,0.5990180032733223,0.6000032249655333,0.8009868421052632,LR,Cross-validation,7,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.7428571428571429,0.6666666666666666,0.875,0.7567567567567567,0.824013157894737,0.4943820224719101,0.5151221963699316,0.7532894736842105,kNN,Cross-validation,7,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.5428571428571428,0.5,0.375,0.42857142857142855,0.65625,0.06040268456375841,0.06214141987493709,0.5296052631578947,RF,Cross-validation,8,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6857142857142857,0.6086956521739131,0.875,0.717948717948718,0.7598684210526316,0.3879173290937997,0.42118073470790696,0.700657894736842,NB,Cross-validation,8,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.5714285714285714,0.5333333333333333,0.5,0.5161290322580646,0.7105263157894737,0.1322314049586777,0.13245323570650439,0.5657894736842105,LR,Cross-validation,8,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6857142857142857,0.6666666666666666,0.625,0.6451612903225806,0.649671052631579,0.36363636363636365,0.36424639819288707,0.680921052631579,kNN,Cross-validation,8,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.7142857142857143,0.6875,0.6875,0.6875,0.7401315789473685,0.42434210526315785,0.4243421052631579,0.712171052631579,RF,Cross-validation,9,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6857142857142857,0.6190476190476191,0.8125,0.7027027027027026,0.7401315789473684,0.3820224719101124,0.39804896992221994,0.6957236842105263,NB,Cross-validation,9,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.7142857142857143,0.6666666666666666,0.75,0.7058823529411765,0.75,0.4299674267100978,0.43278921145054855,0.7171052631578947,LR,Cross-validation,9,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.7142857142857143,0.6666666666666666,0.75,0.7058823529411765,0.7483552631578948,0.4299674267100978,0.43278921145054855,0.7171052631578947,kNN,Cross-validation,9,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6285714285714286,0.6,0.5625,0.5806451612903225,0.6743421052631579,0.2479338842975206,0.24834981694969574,0.6233552631578947,RF,Cross-validation,10,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6857142857142857,0.6470588235294118,0.6875,0.6666666666666667,0.6907894736842105,0.36988543371522087,0.3704937946508484,0.6858552631578947,NB,Cross-validation,10,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.7142857142857143,0.7142857142857143,0.625,0.6666666666666666,0.7401315789473685,0.41860465116279066,0.4214636152117623,0.7072368421052632,LR,Cross-validation,10,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6285714285714286,0.5882352941176471,0.625,0.6060606060606061,0.5855263157894737,0.25531914893617014,0.255739079493506,0.6282894736842105,kNN,Cross-validation,10,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6666666666666666,0.7272727272727273,0.47058823529411764,0.5714285714285714,0.8034055727554179,0.3186119873817035,0.33888610767766936,0.6563467492260062,RF,Cross-validation,1,breast,HER2+ vs TNBC,HER2+,cnv,dup,quantile
0.6666666666666666,0.6190476190476191,0.7647058823529411,0.6842105263157895,0.8142414860681114,0.33944954128440374,0.34798974093577845,0.6718266253869969,NB,Cross-validation,1,breast,HER2+ vs TNBC,HER2+,cnv,dup,quantile
0.6388888888888888,0.625,0.5882352941176471,0.6060606060606061,0.7151702786377709,0.27329192546583847,0.2737199309863917,0.6362229102167183,LR,Cross-validation,1,breast,HER2+ vs TNBC,HER2+,cnv,dup,quantile
0.6944444444444444,0.75,0.5294117647058824,0.6206896551724139,0.7089783281733747,0.37735849056603776,0.39344473768231686,0.6857585139318885,kNN,Cross-validation,1,breast,HER2+ vs TNBC,HER2+,cnv,dup,quantile
0.7777777777777778,0.75,0.75,0.75,0.7937500000000001,0.55,0.55,0.775,RF,Cross-validation,2,breast,HER2+ vs TNBC,HER2+,cnv,dup,quantile
0.7222222222222222,0.6363636363636364,0.875,0.7368421052631579,0.84375,0.45783132530120474,0.48416483186574427,0.7375,NB,Cross-validation,2,breast,HER2+ vs TNBC,HER2+,cnv,dup,quantile
0.7777777777777778,0.7,0.875,0.7777777777777777,0.85,0.5609756097560976,0.575,0.7875,LR,Cross-validation,2,breast,HER2+ vs TNBC,HER2+,cnv,dup,quantile
0.75,0.6842105263157895,0.8125,0.742857142857143,0.7234375,0.5030674846625767,0.5101144168382754,0.75625,kNN,Cross-validation,2,breast,HER2+ vs TNBC,HER2+,cnv,dup,quantile
0.8333333333333334,0.8571428571428571,0.75,0.7999999999999999,0.8812500000000001,0.6582278481012658,0.6625413488689132,0.825,RF,Cross-validation,3,breast,HER2+ vs TNBC,HER2+,cnv,dup,quantile
0.7222222222222222,0.6363636363636364,0.875,0.7368421052631579,0.884375,0.45783132530120474,0.48416483186574427,0.7375,NB,Cross-validation,3,breast,HER2+ vs TNBC,HER2+,cnv,dup,quantile
0.8333333333333334,0.7777777777777778,0.875,0.823529411764706,0.9,0.6666666666666667,0.6708203932499369,0.8375,LR,Cross-validation,3,breast,HER2+ vs TNBC,HER2+,cnv,dup,quantile
0.8333333333333334,0.8125,0.8125,0.8125,0.9203125,0.6625000000000001,0.6625,0.83125,kNN,Cross-validation,3,breast,HER2+ vs TNBC,HER2+,cnv,dup,quantile
0.7428571428571429,0.8181818181818182,0.5625,0.6666666666666666,0.819078947368421,0.4688026981450253,0.4906547922922612,0.7286184210526316,RF,Cross-validation,4,breast,HER2+ vs TNBC,HER2+,cnv,dup,quantile
